ComplaintID,CustomerID,ComplaintDate,ComplaintCategory,Channel,ComplaintText,SentimentLabel,SentimentScore
COMP01332,CUST78013,2024-12-11,Activation,App,Plan is okay compared to others.,Neutral,0.13
COMP01333,CUST71388,2024-11-15,Portability,App,I am being charged incorrectly every month.,Negative,-0.78
COMP01334,CUST76268,2024-01-14,Billing,Call,Activation took some time.,Neutral,0.03
COMP01335,CUST44806,2025-05-31,Customer Service,Call,Activation took some time.,Neutral,0.17
COMP01336,CUST15969,2024-10-29,Plans,Twitter,"Billing is okay, nothing special.",Neutral,-0.1
COMP01337,CUST98596,2025-07-28,Coverage,Twitter,Customer support was average.,Neutral,0.14
COMP01338,CUST95693,2025-08-06,Portability,App,The plan is too expensive for the service provided.,Negative,-0.46
COMP01339,CUST63888,2024-07-14,Network,App,Customer support was average.,Neutral,0.04
COMP01340,CUST96721,2025-10-01,Plans,Twitter,Calls keep dropping frequently.,Negative,-0.87
COMP01341,CUST29151,2024-07-28,Activation,Web,"Billing is okay, nothing special.",Neutral,-0.2
COMP01342,CUST15339,2025-06-28,Network,App,I am satisfied with the service quality.,Positive,0.62
COMP01343,CUST68638,2025-06-01,Activation,Web,Activation took some time.,Neutral,-0.09
COMP01344,CUST24174,2025-09-20,Plans,Email,Internet speed is very good and stable.,Positive,0.31
COMP01345,CUST67767,2024-03-24,Plans,App,Calls keep dropping frequently.,Negative,-0.89
COMP01346,CUST50691,2025-09-16,Customer Service,Web,I am satisfied with the service quality.,Positive,0.83
COMP01347,CUST11219,2025-01-09,Activation,Call,The plan is too expensive for the service provided.,Negative,-0.33
COMP01348,CUST66239,2024-01-02,Speed,Email,Calls keep dropping frequently.,Negative,-0.43
COMP01349,CUST24286,2025-04-28,Plans,Call,Activation was smooth and hassle free.,Positive,0.93
COMP01350,CUST84942,2024-07-25,Portability,Email,Customer support resolved my issue quickly.,Positive,0.99
COMP01351,CUST43099,2024-10-17,Plans,Web,Internet speed is extremely slow.,Negative,-0.99
COMP01352,CUST72056,2025-03-03,Activation,Web,Activation took some time.,Neutral,0.1
COMP01353,CUST25357,2024-10-20,Activation,Twitter,Activation took some time.,Neutral,-0.02
COMP01354,CUST70324,2024-08-14,Plans,Call,Customer service never responds properly.,Negative,-0.38
COMP01355,CUST64244,2025-07-28,Portability,Email,The plan offers great value for money.,Positive,0.89
COMP01356,CUST17709,2025-02-26,Speed,Call,Network works fine but could be better.,Neutral,0.14
COMP01357,CUST33166,2025-05-26,Billing,App,I am being charged incorrectly every month.,Negative,-0.33
COMP01358,CUST16893,2024-06-24,Coverage,Web,Internet speed is very good and stable.,Positive,0.33
COMP01359,CUST73439,2024-10-04,Plans,Call,Customer support resolved my issue quickly.,Positive,0.92
COMP01360,CUST11282,2024-04-04,Portability,Email,Calls keep dropping frequently.,Negative,-0.87
COMP01361,CUST92988,2024-12-13,Speed,Email,I am being charged incorrectly every month.,Negative,-0.33
COMP01362,CUST85923,2024-11-07,Speed,Email,The plan is too expensive for the service provided.,Negative,-0.75
COMP01363,CUST73077,2024-07-01,Speed,Call,Network works fine but could be better.,Neutral,0.17
COMP01364,CUST45204,2024-09-03,Portability,Twitter,Plan is okay compared to others.,Neutral,0.11
COMP01365,CUST90595,2024-06-27,Customer Service,App,Plan is okay compared to others.,Neutral,0.14
COMP01366,CUST54176,2025-09-03,Coverage,Email,Customer service never responds properly.,Negative,-0.34
COMP01367,CUST59536,2024-12-20,Network,Email,Internet speed is acceptable.,Neutral,-0.05
COMP01368,CUST24242,2024-03-16,Speed,Email,eSIM activation failed multiple times.,Negative,-0.39
COMP01369,CUST16972,2024-11-26,Activation,Call,Network is very poor in my area.,Negative,-0.79
COMP01370,CUST17369,2024-01-14,Network,Web,Internet speed is acceptable.,Neutral,-0.03
COMP01371,CUST34070,2025-07-18,Customer Service,Call,The network quality has improved a lot recently.,Positive,0.35
COMP01372,CUST73750,2025-03-09,Speed,Call,The network quality has improved a lot recently.,Positive,0.45
COMP01373,CUST34858,2024-01-31,Network,Call,Customer support resolved my issue quickly.,Positive,0.97
COMP01374,CUST88659,2024-05-27,Coverage,Call,Service is neither good nor bad.,Neutral,0.18
COMP01375,CUST50826,2024-02-02,Customer Service,Web,Calls keep dropping frequently.,Negative,-0.93
COMP01376,CUST80832,2025-07-16,Portability,Email,The network quality has improved a lot recently.,Positive,0.32
COMP01377,CUST53440,2025-08-09,Plans,Web,The plan is too expensive for the service provided.,Negative,-0.95
COMP01378,CUST57210,2024-06-24,Plans,App,The plan is too expensive for the service provided.,Negative,-0.89
COMP01379,CUST11193,2025-01-05,Billing,App,Activation took some time.,Neutral,-0.15
COMP01380,CUST90516,2024-02-02,Customer Service,App,Internet speed is very good and stable.,Positive,0.95
COMP01381,CUST97181,2024-08-06,Speed,Web,eSIM activation failed multiple times.,Negative,-0.89
COMP01382,CUST92741,2024-04-21,Portability,Email,Billing was clear and transparent this month.,Positive,0.47
COMP01383,CUST93366,2024-10-23,Portability,App,Calls keep dropping frequently.,Negative,-0.77
COMP01384,CUST64005,2024-11-01,Customer Service,Twitter,Activation took some time.,Neutral,0.15
COMP01385,CUST46919,2024-03-01,Customer Service,App,"Billing is okay, nothing special.",Neutral,0.14
COMP01386,CUST61843,2024-12-19,Speed,Web,Billing was clear and transparent this month.,Positive,0.97
COMP01387,CUST21078,2024-05-30,Plans,Web,Activation took some time.,Neutral,0.03
COMP01388,CUST15745,2024-09-08,Network,Web,Service is neither good nor bad.,Neutral,0.06
COMP01389,CUST66031,2024-04-09,Speed,Twitter,I am being charged incorrectly every month.,Negative,-0.4
COMP01390,CUST20154,2025-06-29,Plans,App,Activation was smooth and hassle free.,Positive,0.9
COMP01391,CUST92557,2025-08-10,Coverage,Email,Service is neither good nor bad.,Neutral,-0.03
COMP01392,CUST83368,2025-07-03,Network,Call,Internet speed is acceptable.,Neutral,-0.03
COMP01393,CUST22911,2025-07-16,Portability,Web,Activation took some time.,Neutral,-0.08
COMP01394,CUST21505,2025-07-12,Billing,App,The plan offers great value for money.,Positive,0.58
COMP01395,CUST91960,2025-01-13,Network,Web,"Billing is okay, nothing special.",Neutral,-0.04
COMP01396,CUST42462,2024-05-19,Activation,Twitter,eSIM activation failed multiple times.,Negative,-0.97
COMP01397,CUST51921,2024-02-26,Customer Service,Web,Customer service never responds properly.,Negative,-0.37
COMP01398,CUST15632,2024-09-02,Coverage,Call,I am being charged incorrectly every month.,Negative,-0.69
COMP01399,CUST10934,2025-08-12,Speed,Twitter,Activation was smooth and hassle free.,Positive,0.95
COMP01400,CUST22602,2024-03-18,Activation,Email,Billing was clear and transparent this month.,Positive,0.64
COMP01401,CUST79430,2024-11-25,Speed,App,Plan is okay compared to others.,Neutral,0.18
COMP01402,CUST70453,2025-04-30,Billing,Email,Internet speed is extremely slow.,Negative,-0.99
COMP01403,CUST65205,2024-07-02,Activation,Web,Customer support resolved my issue quickly.,Positive,0.33
COMP01404,CUST84879,2025-01-25,Coverage,Email,Calls keep dropping frequently.,Negative,-0.81
COMP01405,CUST59577,2024-12-20,Network,Twitter,I am satisfied with the service quality.,Positive,0.47
COMP01406,CUST59979,2025-07-02,Coverage,App,Calls keep dropping frequently.,Negative,-0.79
COMP01407,CUST14919,2025-08-06,Plans,Twitter,Billing was clear and transparent this month.,Positive,0.4
COMP01408,CUST86451,2024-05-03,Network,Twitter,Plan is okay compared to others.,Neutral,-0.13
COMP01409,CUST90739,2025-09-14,Network,App,The plan offers great value for money.,Positive,0.65
COMP01410,CUST18111,2025-07-30,Plans,Email,eSIM activation failed multiple times.,Negative,-0.83
COMP01411,CUST22323,2025-08-18,Portability,App,The plan offers great value for money.,Positive,0.65
COMP01412,CUST94159,2025-01-19,Activation,Email,"Billing is okay, nothing special.",Neutral,0.14
COMP01413,CUST28185,2025-04-05,Customer Service,Twitter,Customer service never responds properly.,Negative,-0.41
COMP01414,CUST71180,2025-09-09,Portability,Email,The network quality has improved a lot recently.,Positive,0.44
COMP01415,CUST46105,2025-05-03,Activation,Web,Customer support was average.,Neutral,0.08
COMP01416,CUST44448,2024-06-18,Billing,Twitter,The network quality has improved a lot recently.,Positive,0.73
COMP01417,CUST82002,2024-06-13,Speed,Call,"Billing is okay, nothing special.",Neutral,-0.01
COMP01418,CUST59871,2024-03-04,Network,Twitter,Billing was clear and transparent this month.,Positive,0.33
COMP01419,CUST48184,2024-01-02,Activation,Twitter,Service is neither good nor bad.,Neutral,-0.08
COMP01420,CUST11513,2025-05-01,Activation,App,Customer support resolved my issue quickly.,Positive,0.36
COMP01421,CUST42981,2024-04-03,Activation,Twitter,Activation took some time.,Neutral,-0.04
COMP01422,CUST94539,2024-04-07,Customer Service,Email,eSIM activation failed multiple times.,Negative,-0.89
COMP01423,CUST62202,2024-12-19,Plans,App,Activation took some time.,Neutral,0.06
COMP01424,CUST90578,2025-08-15,Activation,App,Customer support was average.,Neutral,0.07
COMP01425,CUST81447,2025-03-29,Coverage,Twitter,I am being charged incorrectly every month.,Negative,-0.53
COMP01426,CUST59972,2024-12-18,Portability,Web,The plan is too expensive for the service provided.,Negative,-0.7
COMP01427,CUST27269,2025-01-12,Customer Service,Web,Calls keep dropping frequently.,Negative,-0.71
COMP01428,CUST78469,2024-01-03,Customer Service,Call,"Billing is okay, nothing special.",Neutral,0.12
COMP01429,CUST61142,2025-05-06,Customer Service,Web,Customer support resolved my issue quickly.,Positive,0.52
COMP01430,CUST61054,2024-03-10,Network,App,eSIM activation failed multiple times.,Negative,-0.43
COMP01431,CUST78883,2024-10-02,Activation,App,Customer support was average.,Neutral,0.13
COMP01432,CUST33111,2025-09-09,Speed,Email,Activation took some time.,Neutral,-0.13
COMP01433,CUST51428,2024-03-14,Customer Service,App,Plan is okay compared to others.,Neutral,-0.09
COMP01434,CUST37490,2024-09-20,Activation,Email,eSIM activation failed multiple times.,Negative,-0.45
COMP01435,CUST93906,2025-02-07,Activation,Web,Customer support was average.,Neutral,0.05
COMP01436,CUST86655,2024-06-23,Activation,Email,Internet speed is extremely slow.,Negative,-0.34
COMP01437,CUST54148,2025-01-01,Speed,Web,eSIM activation failed multiple times.,Negative,-0.38
COMP01438,CUST50440,2024-10-29,Coverage,App,Activation took some time.,Neutral,-0.09
COMP01439,CUST77516,2025-01-14,Activation,App,"Billing is okay, nothing special.",Neutral,0.14
COMP01440,CUST47144,2024-03-28,Network,Call,Service is neither good nor bad.,Neutral,-0.16
COMP01441,CUST13018,2025-03-09,Activation,Web,Billing was clear and transparent this month.,Positive,0.34
COMP01442,CUST53003,2025-04-06,Portability,Email,Customer support was average.,Neutral,0.03
COMP01443,CUST79231,2024-02-15,Billing,Email,eSIM activation failed multiple times.,Negative,-0.54
COMP01444,CUST48617,2025-07-01,Activation,Web,Customer service never responds properly.,Negative,-0.45
COMP01445,CUST50671,2025-07-06,Plans,App,Activation took some time.,Neutral,-0.06
COMP01446,CUST42172,2025-09-04,Speed,Call,Calls keep dropping frequently.,Negative,-0.43
COMP01447,CUST80247,2024-06-13,Activation,App,Activation was smooth and hassle free.,Positive,0.93
COMP01448,CUST87025,2024-04-10,Billing,Web,"Billing is okay, nothing special.",Neutral,0.12
COMP01449,CUST39243,2024-12-25,Network,App,Network works fine but could be better.,Neutral,-0.04
COMP01450,CUST74108,2024-05-18,Speed,Email,Plan is okay compared to others.,Neutral,0.19
COMP01451,CUST68845,2024-05-10,Customer Service,App,"Billing is okay, nothing special.",Neutral,0.09
COMP01452,CUST15136,2024-11-25,Plans,Web,Customer support resolved my issue quickly.,Positive,0.58
COMP01453,CUST62082,2024-11-26,Activation,App,Activation was smooth and hassle free.,Positive,0.85
COMP01454,CUST29509,2025-07-02,Coverage,Twitter,Plan is okay compared to others.,Neutral,-0.16
COMP01455,CUST19826,2024-11-02,Billing,Call,"Billing is okay, nothing special.",Neutral,-0.12
COMP01456,CUST36705,2025-03-27,Billing,Web,The network quality has improved a lot recently.,Positive,0.5
COMP01457,CUST93243,2024-05-18,Plans,Call,"Billing is okay, nothing special.",Neutral,0.19
COMP01458,CUST65517,2024-07-07,Portability,Web,Activation took some time.,Neutral,-0.07
COMP01459,CUST80607,2024-02-08,Network,App,Plan is okay compared to others.,Neutral,-0.13
COMP01460,CUST36238,2025-09-05,Portability,App,Network works fine but could be better.,Neutral,-0.13
COMP01461,CUST83149,2025-06-26,Portability,Email,Billing was clear and transparent this month.,Positive,0.51
COMP01462,CUST13164,2024-09-29,Coverage,Twitter,Network works fine but could be better.,Neutral,-0.08
COMP01463,CUST10710,2025-02-17,Plans,Email,The network quality has improved a lot recently.,Positive,0.89
COMP01464,CUST11451,2024-09-25,Speed,Web,Customer service never responds properly.,Negative,-0.6
COMP01465,CUST60689,2025-09-14,Coverage,App,Network is very poor in my area.,Negative,-0.32
COMP01466,CUST26203,2024-07-05,Activation,Email,The plan is too expensive for the service provided.,Negative,-0.43
COMP01467,CUST59097,2025-01-03,Customer Service,Email,Calls keep dropping frequently.,Negative,-0.61
COMP01468,CUST93427,2025-05-25,Coverage,Twitter,Internet speed is acceptable.,Neutral,0.05
COMP01469,CUST67965,2024-09-04,Billing,Call,Network is very poor in my area.,Negative,-0.8
COMP01470,CUST65093,2024-04-29,Activation,App,Network works fine but could be better.,Neutral,0.13
COMP01471,CUST65591,2024-03-18,Portability,Call,The network quality has improved a lot recently.,Positive,0.81
COMP01472,CUST57875,2024-01-24,Activation,Call,Billing was clear and transparent this month.,Positive,0.83
COMP01473,CUST73821,2024-12-11,Billing,App,Customer support resolved my issue quickly.,Positive,0.8
COMP01474,CUST82690,2024-10-23,Network,Call,The plan is too expensive for the service provided.,Negative,-0.56
COMP01475,CUST51085,2024-05-17,Portability,Web,Plan is okay compared to others.,Neutral,0.12
COMP01476,CUST18158,2024-06-16,Plans,Twitter,Plan is okay compared to others.,Neutral,0.11
COMP01477,CUST85517,2024-05-02,Plans,App,Network is very poor in my area.,Negative,-0.68
COMP01478,CUST29581,2024-03-18,Network,Email,Plan is okay compared to others.,Neutral,-0.14
COMP01479,CUST89992,2024-01-26,Coverage,Call,Internet speed is acceptable.,Neutral,0.09
COMP01480,CUST11600,2025-01-23,Network,App,Plan is okay compared to others.,Neutral,-0.12
COMP01481,CUST15098,2025-03-24,Portability,Web,The plan is too expensive for the service provided.,Negative,-0.47
COMP01482,CUST77031,2025-08-15,Coverage,Call,"Billing is okay, nothing special.",Neutral,-0.02
COMP01483,CUST28609,2025-07-25,Plans,Web,Service is neither good nor bad.,Neutral,0.13
COMP01484,CUST64177,2025-04-08,Activation,Twitter,Network works fine but could be better.,Neutral,-0.2
COMP01485,CUST14859,2024-03-31,Speed,App,Customer service never responds properly.,Negative,-0.61
COMP01486,CUST61785,2025-01-16,Customer Service,Web,The plan offers great value for money.,Positive,0.94
COMP01487,CUST68461,2025-03-26,Activation,Call,Network is very poor in my area.,Negative,-0.89
COMP01488,CUST73632,2024-04-24,Plans,App,Internet speed is very good and stable.,Positive,0.37
COMP01489,CUST35776,2025-09-03,Activation,Twitter,Service is neither good nor bad.,Neutral,0.05
COMP01490,CUST92027,2024-01-23,Billing,App,Calls keep dropping frequently.,Negative,-0.94
COMP01491,CUST48667,2024-05-12,Network,Web,Internet speed is very good and stable.,Positive,0.41
COMP01492,CUST10136,2024-10-25,Network,Twitter,Activation was smooth and hassle free.,Positive,0.3
COMP01493,CUST95273,2024-10-08,Network,App,Service is neither good nor bad.,Neutral,-0.03
COMP01494,CUST33540,2024-08-14,Network,App,Customer support resolved my issue quickly.,Positive,0.94
COMP01495,CUST82030,2025-09-12,Coverage,Call,Customer support resolved my issue quickly.,Positive,0.53
COMP01496,CUST62652,2025-09-12,Coverage,Call,Customer support resolved my issue quickly.,Positive,0.96
COMP01497,CUST95169,2025-03-11,Billing,App,Network is very poor in my area.,Negative,-0.5
COMP01498,CUST23095,2025-05-16,Billing,Twitter,Billing was clear and transparent this month.,Positive,0.63
COMP01499,CUST21356,2024-06-20,Billing,Email,The plan is too expensive for the service provided.,Negative,-0.46
COMP01500,CUST88993,2024-11-19,Billing,Call,Plan is okay compared to others.,Neutral,-0.0
