ComplaintID,CustomerID,Date,IssueCategory,Channel,ComplaintText,Sentiment
COMP0001295,CUST101187,2025-01-01,Portability,Call,Need help to port to your network.,Negative
COMP0001296,CUST101187,2024-09-06,Speed,Twitter,Internet speed is far below plan speed.,Negative
COMP0001297,CUST101187,2025-06-13,Customer_Service,Email,Support is not responding to tickets.,Negative
COMP0001298,CUST101189,2024-01-25,Value,App,Competitors offer more data for less.,Negative
COMP0001299,CUST101192,2024-08-23,Portability,App,Port request denied without reason. Kindly look into this.,Neutral
COMP0001300,CUST101192,2024-09-24,Value,Email,Hidden charges reduce the value.,Neutral
COMP0001301,CUST101193,2025-06-21,Speed,App,Downloads are extremely slow in the evening. Kindly look into this.,Negative
COMP0001302,CUST101193,2024-01-16,Portability,App,Porting code (UPC) not received. Requesting a quick fix.,Neutral
COMP0001303,CUST101193,2025-03-09,Value,App,Plan price is too high for the benefits.,Neutral
COMP0001304,CUST101196,2024-08-15,Customer_Service,App,Support is not responding to tickets.,Neutral
COMP0001305,CUST101197,2024-06-11,Coverage,App,Coverage maps seem inaccurate. Requesting a quick fix.,Neutral
COMP0001306,CUST101197,2025-06-09,Activation,Web,KYC done but still not activated.,Neutral
COMP0001307,CUST101198,2025-02-28,Value,Call,Not satisfied with the value of the service. Please resolve ASAP.,Neutral
COMP0001308,CUST101200,2024-07-12,Billing,Call,I was double charged and need a refund.,Negative
COMP0001309,CUST101203,2024-08-05,Portability,Twitter,Need help to port to your network. Kindly look into this.,Neutral
COMP0001310,CUST101205,2025-08-05,Billing,Call,Why are fees so high this cycle?,Positive
COMP0001311,CUST101205,2025-07-01,Value,Email,Competitors offer more data for less. Kindly look into this.,Negative
COMP0001312,CUST101206,2025-10-26,Portability,Twitter,Porting code (UPC) not received. Please resolve ASAP.,Negative
COMP0001313,CUST101208,2024-10-08,Activation,Web,eSIM activation failed twice.,Positive
COMP0001314,CUST101208,2025-01-05,Activation,Call,New SIM activation is delayed.,Positive
COMP0001315,CUST101208,2024-09-16,Speed,Call,Speed fluctuates a lot while working. Kindly look into this.,Neutral
COMP0001316,CUST101210,2024-06-21,Coverage,App,Poor coverage in my neighborhood. Kindly look into this.,Neutral
COMP0001317,CUST101210,2025-03-14,Activation,Call,KYC done but still not activated.,Negative
COMP0001318,CUST101212,2024-08-16,Speed,Twitter,Internet speed is far below plan speed.,Negative
COMP0001319,CUST101212,2025-08-20,Coverage,Call,No bars in the office basement. Please resolve ASAP.,Negative
COMP0001320,CUST101212,2024-07-04,Billing,Email,Unexpected charges on my account.,Negative
COMP0001321,CUST101213,2025-06-16,Activation,App,Port-in request stuck at activation.,Negative
COMP0001322,CUST101213,2024-01-25,Customer_Service,Web,Long wait times when I call customer care. Kindly look into this.,Negative
COMP0001323,CUST101215,2024-02-11,Speed,Email,Downloads are extremely slow in the evening.,Neutral
COMP0001324,CUST101215,2024-05-21,Speed,Call,Streaming keeps buffering.,Negative
COMP0001325,CUST101215,2025-09-21,Activation,Call,Port-in request stuck at activation. Kindly look into this.,Negative
COMP0001326,CUST101216,2025-05-06,Billing,Call,Unexpected charges on my account. Please resolve ASAP.,Positive
COMP0001327,CUST101216,2024-12-30,Coverage,Call,Poor coverage in my neighborhood.,Negative
COMP0001328,CUST101218,2025-06-07,Portability,Twitter,Need help to port to your network. Kindly look into this.,Negative
COMP0001329,CUST101218,2025-08-18,Customer_Service,Email,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0001330,CUST101220,2025-10-12,Speed,Call,Downloads are extremely slow in the evening. Kindly look into this.,Neutral
COMP0001331,CUST101220,2024-06-12,Value,App,Plan price is too high for the benefits. Please resolve ASAP.,Negative
COMP0001332,CUST101222,2024-05-09,Billing,Call,My bill is incorrect this month.,Neutral
COMP0001333,CUST101223,2024-02-16,Portability,Email,Need help to port to your network.,Neutral
COMP0001334,CUST101223,2024-06-15,Speed,Call,Downloads are extremely slow in the evening.,Positive
COMP0001335,CUST101226,2025-03-27,Portability,Call,Need help to port to your network. Please resolve ASAP.,Negative
COMP0001336,CUST101227,2024-09-08,Billing,Call,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0001337,CUST101227,2024-10-21,Value,Email,Competitors offer more data for less. Kindly look into this.,Neutral
COMP0001338,CUST101228,2024-11-24,Billing,App,My bill is incorrect this month. Requesting a quick fix.,Negative
COMP0001339,CUST101229,2024-07-04,Activation,Email,Port-in request stuck at activation. Requesting a quick fix.,Negative
COMP0001340,CUST101230,2025-10-29,Activation,Call,Port-in request stuck at activation.,Positive
COMP0001341,CUST101231,2024-05-29,Value,Call,Competitors offer more data for less.,Negative
COMP0001342,CUST101231,2025-09-29,Activation,App,eSIM activation failed twice. Please resolve ASAP.,Neutral
COMP0001343,CUST101231,2024-09-04,Customer_Service,Email,Chat support keeps closing my case.,Negative
COMP0001344,CUST101234,2025-01-25,Billing,App,I was double charged and need a refund. Please resolve ASAP.,Negative
COMP0001345,CUST101235,2025-04-22,Billing,App,Unexpected charges on my account. Please resolve ASAP.,Neutral
COMP0001346,CUST101236,2025-02-25,Activation,Email,New SIM activation is delayed.,Neutral
COMP0001347,CUST101238,2024-06-01,Billing,App,I was double charged and need a refund.,Positive
COMP0001348,CUST101238,2025-06-22,Network,Web,SIM shows no service randomly.,Negative
COMP0001349,CUST101239,2025-02-02,Network,Call,SIM shows no service randomly.,Neutral
COMP0001350,CUST101239,2024-09-23,Speed,Twitter,Streaming keeps buffering.,Negative
COMP0001351,CUST101239,2024-02-13,Billing,App,My bill is incorrect this month.,Negative
COMP0001352,CUST101243,2024-02-13,Value,App,Not satisfied with the value of the service. Kindly look into this.,Negative
COMP0001353,CUST101244,2024-03-02,Portability,Web,Port request denied without reason.,Positive
COMP0001354,CUST101244,2025-06-04,Customer_Service,Call,Agent promised a callback that never came. Please resolve ASAP.,Negative
COMP0001355,CUST101245,2025-08-05,Network,Email,No signal inside my home for hours. Please resolve ASAP.,Negative
COMP0001356,CUST101245,2024-06-18,Value,Call,Plan price is too high for the benefits.,Negative
COMP0001357,CUST101246,2025-05-04,Portability,Email,Issues while porting my number. Please resolve ASAP.,Neutral
COMP0001358,CUST101246,2024-03-03,Activation,Web,KYC done but still not activated. Please resolve ASAP.,Neutral
COMP0001359,CUST101247,2025-07-12,Billing,Call,Why are fees so high this cycle?,Negative
COMP0001360,CUST101249,2024-05-06,Portability,App,Issues while porting my number.,Positive
COMP0001361,CUST101250,2025-08-28,Coverage,Call,Signal is weak along my commute route.,Negative
COMP0001362,CUST101250,2025-06-14,Coverage,Call,Poor coverage in my neighborhood.,Neutral
COMP0001363,CUST101252,2024-01-15,Network,Call,Frequent call drops in my area. Please resolve ASAP.,Negative
COMP0001364,CUST101252,2025-08-06,Billing,Call,I was double charged and need a refund. Kindly look into this.,Positive
COMP0001365,CUST101252,2025-03-22,Activation,Email,New SIM activation is delayed. Kindly look into this.,Negative
COMP0001366,CUST101254,2024-03-09,Billing,Call,Why are fees so high this cycle? Kindly look into this.,Negative
COMP0001367,CUST101254,2025-09-08,Customer_Service,Email,Support is not responding to tickets. Please resolve ASAP.,Negative
COMP0001368,CUST101255,2024-08-31,Network,Web,Network keeps disconnecting frequently. Kindly look into this.,Positive
COMP0001369,CUST101255,2025-03-14,Portability,App,Issues while porting my number.,Negative
COMP0001370,CUST101256,2025-06-17,Customer_Service,App,Chat support keeps closing my case.,Negative
COMP0001371,CUST101257,2024-08-09,Value,Twitter,Not satisfied with the value of the service. Please resolve ASAP.,Neutral
COMP0001372,CUST101257,2024-11-24,Speed,Call,Internet speed is far below plan speed.,Positive
COMP0001373,CUST101257,2024-11-22,Value,Email,Hidden charges reduce the value.,Positive
COMP0001374,CUST101259,2024-01-17,Portability,Web,Need help to port to your network. Kindly look into this.,Negative
COMP0001375,CUST101260,2024-11-03,Billing,Email,My bill is incorrect this month.,Positive
COMP0001376,CUST101262,2024-12-12,Customer_Service,Email,Agent promised a callback that never came.,Neutral
COMP0001377,CUST101262,2025-03-23,Coverage,Web,No bars in the office basement. Requesting a quick fix.,Negative
COMP0001378,CUST101262,2024-07-26,Coverage,Web,Coverage maps seem inaccurate. Kindly look into this.,Negative
COMP0001379,CUST101263,2024-04-13,Value,Web,Plan price is too high for the benefits.,Neutral
COMP0001380,CUST101263,2025-09-16,Activation,Call,eSIM activation failed twice. Please resolve ASAP.,Negative
COMP0001381,CUST101265,2024-07-15,Billing,Email,Unexpected charges on my account.,Negative
COMP0001382,CUST101267,2025-03-13,Billing,Web,I was double charged and need a refund. Please resolve ASAP.,Negative
COMP0001383,CUST101269,2024-04-09,Billing,App,My bill is incorrect this month.,Negative
COMP0001384,CUST101270,2025-04-06,Coverage,Web,Coverage maps seem inaccurate. Please resolve ASAP.,Negative
COMP0001385,CUST101271,2025-01-17,Network,Email,Network keeps disconnecting frequently.,Neutral
COMP0001386,CUST101273,2025-01-26,Coverage,Email,No bars in the office basement. Please resolve ASAP.,Neutral
COMP0001387,CUST101274,2025-03-14,Speed,Call,Internet speed is far below plan speed. Please resolve ASAP.,Negative
COMP0001388,CUST101274,2024-04-24,Customer_Service,Email,Chat support keeps closing my case. Please resolve ASAP.,Negative
COMP0001389,CUST101274,2024-02-12,Coverage,Call,Signal is weak along my commute route.,Neutral
COMP0001390,CUST101275,2024-01-26,Speed,Web,Internet speed is far below plan speed.,Negative
COMP0001391,CUST101275,2024-11-19,Coverage,Twitter,Coverage maps seem inaccurate.,Neutral
COMP0001392,CUST101276,2025-03-20,Portability,Email,Port request denied without reason. Requesting a quick fix.,Negative
COMP0001393,CUST101278,2024-03-10,Network,Twitter,No signal inside my home for hours.,Negative
COMP0001394,CUST101280,2024-02-12,Network,App,No signal inside my home for hours. Requesting a quick fix.,Negative
COMP0001395,CUST101283,2024-04-25,Network,Email,No signal inside my home for hours.,Negative
COMP0001396,CUST101285,2024-02-28,Coverage,Email,Signal is weak along my commute route.,Negative
COMP0001397,CUST101287,2024-12-31,Network,Call,Network keeps disconnecting frequently. Kindly look into this.,Negative
COMP0001398,CUST101289,2024-03-21,Billing,Email,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0001399,CUST101290,2024-02-28,Value,Twitter,Hidden charges reduce the value.,Neutral
COMP0001400,CUST101290,2024-08-01,Billing,Call,I was double charged and need a refund.,Negative
COMP0001401,CUST101291,2024-11-18,Value,Twitter,Competitors offer more data for less.,Negative
COMP0001402,CUST101291,2025-02-13,Billing,Web,My bill is incorrect this month. Kindly look into this.,Negative
COMP0001403,CUST101291,2024-10-03,Value,Web,Hidden charges reduce the value.,Negative
COMP0001404,CUST101292,2025-04-15,Coverage,Email,Signal is weak along my commute route.,Negative
COMP0001405,CUST101292,2024-07-11,Network,Call,SIM shows no service randomly.,Negative
COMP0001406,CUST101293,2024-02-02,Billing,Call,Why are fees so high this cycle?,Negative
COMP0001407,CUST101295,2024-07-27,Speed,Twitter,Speed fluctuates a lot while working.,Negative
COMP0001408,CUST101296,2024-01-25,Network,Twitter,SIM shows no service randomly.,Negative
COMP0001409,CUST101296,2024-09-28,Coverage,Email,No bars in the office basement.,Negative
COMP0001410,CUST101297,2024-05-07,Activation,Twitter,New SIM activation is delayed.,Negative
COMP0001411,CUST101298,2025-02-11,Value,Twitter,Not satisfied with the value of the service.,Neutral
COMP0001412,CUST101299,2025-05-09,Network,Email,Frequent call drops in my area. Requesting a quick fix.,Negative
COMP0001413,CUST101302,2025-02-18,Billing,Call,Why are fees so high this cycle? Please resolve ASAP.,Neutral
COMP0001414,CUST101302,2024-06-24,Billing,Call,I was double charged and need a refund.,Negative
COMP0001415,CUST101304,2024-06-27,Speed,Call,Downloads are extremely slow in the evening. Kindly look into this.,Negative
COMP0001416,CUST101304,2025-09-25,Billing,App,I was double charged and need a refund. Please resolve ASAP.,Negative
COMP0001417,CUST101305,2024-07-02,Network,Web,SIM shows no service randomly.,Negative
COMP0001418,CUST101307,2025-05-27,Value,App,Hidden charges reduce the value. Please resolve ASAP.,Neutral
COMP0001419,CUST101308,2025-10-08,Activation,Call,eSIM activation failed twice. Please resolve ASAP.,Negative
COMP0001420,CUST101308,2024-06-19,Speed,Twitter,Downloads are extremely slow in the evening. Kindly look into this.,Negative
COMP0001421,CUST101308,2024-05-13,Network,Email,SIM shows no service randomly. Please resolve ASAP.,Negative
COMP0001422,CUST101310,2024-08-07,Portability,App,Need help to port to your network.,Negative
COMP0001423,CUST101310,2024-06-03,Speed,App,Internet speed is far below plan speed. Requesting a quick fix.,Neutral
COMP0001424,CUST101311,2024-04-24,Value,Email,Not satisfied with the value of the service. Kindly look into this.,Negative
COMP0001425,CUST101312,2025-02-01,Speed,Web,Internet speed is far below plan speed. Kindly look into this.,Negative
COMP0001426,CUST101312,2025-03-08,Speed,Email,Streaming keeps buffering. Kindly look into this.,Positive
COMP0001427,CUST101313,2024-04-08,Portability,Call,Port request denied without reason. Kindly look into this.,Negative
COMP0001428,CUST101313,2024-07-11,Activation,Web,KYC done but still not activated. Kindly look into this.,Negative
COMP0001429,CUST101317,2025-04-06,Coverage,Call,Poor coverage in my neighborhood.,Negative
COMP0001430,CUST101317,2025-09-16,Speed,App,Internet speed is far below plan speed.,Negative
COMP0001431,CUST101319,2024-12-03,Customer_Service,Web,Long wait times when I call customer care. Please resolve ASAP.,Neutral
COMP0001432,CUST101321,2025-10-12,Portability,Call,Port request denied without reason. Please resolve ASAP.,Negative
COMP0001433,CUST101321,2024-12-12,Network,Call,SIM shows no service randomly. Please resolve ASAP.,Neutral
COMP0001434,CUST101321,2025-09-05,Speed,Call,Speed fluctuates a lot while working. Kindly look into this.,Neutral
COMP0001435,CUST101322,2024-12-09,Billing,Email,Why are fees so high this cycle? Kindly look into this.,Negative
COMP0001436,CUST101323,2024-08-27,Network,Twitter,Frequent call drops in my area. Kindly look into this.,Negative
COMP0001437,CUST101325,2025-08-27,Activation,Call,KYC done but still not activated.,Negative
COMP0001438,CUST101326,2024-07-26,Coverage,Call,No bars in the office basement. Kindly look into this.,Neutral
